,date,id,center_x,center_y,a,b,angle,omega
0,0,0,52.55366441102464,13.997529412093762,0.4342079162597656,0.5940399169921875,3.0993484521408696,5.024934049666147e-06
1,0,1,55.19672256171524,15.764543445338807,1.0032806396484375,0.92962646484375,0.41800156866825766,-3.5089104183373307e-06
2,0,2,56.35273549858695,13.274531314751012,0.19763565063476562,0.26007080078125,2.3643484773740147,5.910293557832847e-06
3,0,3,57.677146069136455,16.46103065365999,0.39221954345703125,0.9180831909179688,-3.014854077761726,4.228845393785158e-06
4,0,4,58.74190877789783,19.181603139559396,0.13397216796875,0.5178232192993164,2.615007961402214,5.808803541710779e-06
5,0,5,59.4408071572835,14.46980843993254,0.631011962890625,0.4522705078125,-0.7362766595167125,3.10770696985689e-06
6,0,6,60.43153608132467,21.291817428724972,0.21673583984375,0.5079879760742188,2.5362203089981765,5.015031500156528e-06
7,1,0,52.48416117929879,14.00944077236168,0.38372039794921875,0.5414581298828125,-3.0850499298118685,5.00106952513515e-06
8,1,1,55.20065663786312,15.676446637490072,1.0489654541015625,0.899566650390625,0.5943251694576818,-3.5711684819437744e-06
9,1,2,56.30239107851419,13.303482332628715,0.232696533203125,0.20172119140625,0.7761602574977549,6.0303927202109855e-06
10,1,3,57.60003409058918,16.481994102612614,0.40196990966796875,0.86151123046875,-3.0128148188353605,4.56343847847954e-06
11,1,4,58.70635239560304,19.149515634992145,0.1210784912109375,0.560516357421875,2.6175849367481114,5.68987300452787e-06
12,1,5,59.39048763189565,14.481646830243742,0.705291748046875,0.5564231872558594,-0.5712579230842743,2.9859251855085097e-06
13,1,6,60.40212397070558,21.341185686298708,0.272796630859375,0.58660888671875,2.551996587787294,4.631183763492816e-06
14,2,0,52.44144733532598,13.888378439169692,0.35943603515625,0.5408248901367188,-2.7689595296454974,4.736377849568897e-06
15,2,1,55.05793619026978,15.648250673608354,1.150146484375,0.9413223266601562,0.3693022889808708,-3.5413200942523596e-06
16,2,2,56.275032643564955,13.264497464429743,0.221099853515625,0.2293243408203125,2.7332815535262394,5.441284735405845e-06
17,2,3,57.57436011030842,16.431726882518536,0.415679931640625,0.87847900390625,-3.0271211087723096,4.4842315281500055e-06
18,2,4,58.81400508512494,19.34663803268876,0.17828369140625,0.6602783203125,2.6112171967927433,4.731389092718764e-06
19,2,5,59.35844584928372,14.53249012375051,0.685089111328125,0.5385589599609375,-0.6729869764506252,3.0072222387640074e-06
20,2,6,60.47755083615861,21.48463840809169,0.2996196746826172,0.626953125,2.547326631170332,4.69586374673781e-06
21,3,0,52.31413487210957,13.952276704395432,0.278289794921875,0.35235595703125,-3.0844967538887778,6.034678302079159e-06
22,3,1,54.891891726226774,15.65066461966008,1.1468048095703125,0.9501609802246094,0.2229405714691087,-3.679910986859837e-06
23,3,2,56.231148560735996,13.239518460446318,0.245697021484375,0.20936203002929688,-0.19481966143259266,4.779068778888674e-06
